KLEE: WARNING: executable has module level assembly (ignoring)
KLEE: WARNING ONCE: calling external: syscall(16, 0, 21505, 93947083369328) at runtime/POSIX/fd.c:1012 10
KLEE: WARNING ONCE: Alignment of memory from call "malloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: calling __klee_posix_wrapped_main with extra arguments.
KLEE: WARNING ONCE: calling external: printf(93947077311264) at proj1.c:128 5
KLEE: WARNING ONCE: skipping fork (memory cap exceeded)
KLEE: WARNING: killing 1319 states (over memory cap: 2388MB)
KLEE: WARNING: killing 971 states (over memory cap: 2336MB)
KLEE: WARNING: killing 675 states (over memory cap: 2268MB)
KLEE: WARNING: killing 585 states (over memory cap: 2267MB)
KLEE: WARNING: killing 543 states (over memory cap: 2287MB)
KLEE: WARNING: killing 418 states (over memory cap: 2253MB)
KLEE: WARNING: killing 253 states (over memory cap: 2170MB)
KLEE: WARNING: killing 183 states (over memory cap: 2134MB)
KLEE: WARNING: killing 455 states (over memory cap: 2163MB)
KLEE: WARNING: killing 701 states (over memory cap: 2291MB)
KLEE: WARNING: killing 670 states (over memory cap: 2328MB)
KLEE: WARNING: killing 801 states (over memory cap: 2500MB)
KLEE: WARNING: killing 253 states (over memory cap: 2176MB)
KLEE: WARNING: killing 637 states (over memory cap: 2180MB)
KLEE: WARNING: killing 923 states (over memory cap: 2304MB)
KLEE: WARNING: killing 682 states (over memory cap: 2257MB)
KLEE: WARNING: killing 861 states (over memory cap: 2395MB)
KLEE: WARNING: killing 562 states (over memory cap: 2304MB)
KLEE: WARNING: killing 551 states (over memory cap: 2107MB)
KLEE: WARNING: killing 762 states (over memory cap: 2162MB)
KLEE: WARNING: killing 641 states (over memory cap: 2149MB)
KLEE: WARNING: killing 777 states (over memory cap: 2203MB)
KLEE: WARNING: killing 500 states (over memory cap: 2141MB)
KLEE: WARNING: killing 420 states (over memory cap: 2132MB)
KLEE: WARNING: killing 313 states (over memory cap: 2110MB)
KLEE: WARNING: killing 286 states (over memory cap: 2111MB)
KLEE: WARNING: killing 632 states (over memory cap: 2109MB)
KLEE: WARNING: killing 580 states (over memory cap: 2107MB)
KLEE: WARNING: killing 608 states (over memory cap: 2116MB)
KLEE: WARNING: killing 640 states (over memory cap: 2132MB)
KLEE: WARNING: killing 537 states (over memory cap: 2119MB)
KLEE: WARNING: killing 437 states (over memory cap: 2103MB)
KLEE: WARNING: killing 551 states (over memory cap: 2121MB)
KLEE: WARNING: killing 455 states (over memory cap: 2109MB)
KLEE: WARNING: killing 577 states (over memory cap: 2112MB)
KLEE: WARNING: killing 560 states (over memory cap: 2119MB)
KLEE: WARNING: killing 458 states (over memory cap: 2101MB)
